image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
000000371552.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000371552.jpg,"['a boy with a green shirt and a black pair of shorts playing soccer', 'a young boy on a soccer field standing in front of a ball.', 'A boy standing by a soccer ball on a field.', 'a young boy is playing soccer on a field ', 'A soccer playing getting ready to kick a ball during a game.']","[0.35579755902290344, 0.35578441619873047, 0.34426289796829224, 0.32527491450309753, 0.3247087299823761]",A boy standing by a soccer ball on a field.,A boy standing by a soccer ball on a field.,A boy in a green shirt is standing on a soccer field with a red and white soccer ball.,A boy in a green shirt is standing on a soccer field with a red and white soccer ball.
000000263860.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000263860.jpg,"['Two elephants cross tusks in confrontation in a field', 'Two elephants in a field rubbing their trunks on each other.', 'Two elephants standing in a field going nose to nose.', 'Two African elephants greeting each other with their trunks.', 'these two elephants look like they are fighting ']","[0.3503058850765228, 0.34365445375442505, 0.34136906266212463, 0.3400043249130249, 0.3395051062107086]",Two elephants in a field rubbing their trunks on each other.,Two elephants in a field rubbing their trunks on each other.,Two elephants are touching trunks in a grassy field.,Two elephants are touching trunks in a grassy field.
000000319184.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000319184.jpg,"['The player tries to block the other player from throwing a Frisbee. ', 'A person trying to throw a frisbee and another trying to block the throw.', 'One girl trying to block another girl from catching a Frisbee.', 'A Frisbee is tossed across green field to another person. ', 'A Frisbee player is about to catch a thrown Frisbee.']","[0.32874783873558044, 0.32474222779273987, 0.30571967363357544, 0.30234605073928833, 0.2987327575683594]",A Frisbee player is about to catch a thrown Frisbee.,A Frisbee player is about to catch a thrown Frisbee.,Two people playing a game of frisbee on a grassy field.,Two people playing a game of frisbee on a grassy field.
000000409867.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000409867.jpg,"['A cat sitting by a window watching the rain. ', 'A cat sitting in a window watching the rain drip on the window glass.', 'Young kitten along windowpane watching the rain tap on the glass.', 'two cats sitting in the window looking up at the items on the window', 'A tall clear glass window with two cats sitting at the base of it.']","[0.35106930136680603, 0.35000964999198914, 0.34850701689720154, 0.33314090967178345, 0.33143094182014465]",Two cats sitting at the base of a tall clear glass window with two decorative stickers on it.,Two cats sitting at the base of a tall clear glass window with two decorative stickers on it.,Two cats sitting on a windowsill looking out at the world.,Two cats sitting on a windowsill looking out at the world.
000000180101.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000180101.jpg,"['The young is enjoying his cake so much its all over him. ', 'A boy getting ready to blow out candles on a birthday cake.', 'A young boy about to blow out candles', 'A boy is blowing his candles on his ninth birthday.', 'a young kid sits in front of a birth day cake ']","[0.35749346017837524, 0.35472461581230164, 0.3484278917312622, 0.3219315707683563, 0.3199329376220703]",A young boy is about to blow out candles on his birthday cake.,A young boy is about to blow out candles on his birthday cake.,A boy is lighting candles on a birthday cake at a table with an orange tablecloth.,A boy is lighting candles on a birthday cake at a table with an orange tablecloth.
000000447611.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000447611.jpg,"['Two people are sticking knives into a laptop.', 'A computer laying upside down with two hands holding knives prying open a section of the back.', 'a knife being stuck into a laptop and stabbed', 'People sticking knives into the back side of a laptop', 'A computer tech is getting ready to insert a DVD into his laptop.']","[0.3464524447917938, 0.33935272693634033, 0.3348236382007599, 0.3338453769683838, 0.32638049125671387]",Two people are sticking knives into a laptop.,Two people are sticking knives into a laptop.,A person is using a knife to open a laptop.,A person is using a knife to open a laptop.
000000022755.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000022755.jpg,"['A person in a the reflection of a truck mirror.', 'A reflection of a woman driving a truck.', 'The view of this round rear-view mirror is that of a school bus. ', 'A man taking a picture of his reflection in a motorcycle mirror.', 'A girl sitting in a truck is reflected in a mirror. ']","[0.375485360622406, 0.3598901927471161, 0.3556517958641052, 0.35078099370002747, 0.3427107334136963]",A person in a the reflection of a truck mirror.,A person in a the reflection of a truck mirror.,A side view mirror of a vehicle shows a yellow car and a truck on the road.,A side view mirror of a vehicle shows a yellow car and a truck on the road.
000000544519.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000544519.jpg,"['An Asian child brushes their teeth with a blue toothbrush.', 'A girl with a green shirt brushing her teeth with a blue toothbrush.', 'A young child brushes their teeth with a blue toothbrush.', 'A child holds a toothbrush halfway out of their mouth while brushing their teeth.', 'A young girl who is brushing her teeth with a toothbrush.']","[0.3874892592430115, 0.37401652336120605, 0.35776597261428833, 0.34761402010917664, 0.34644803404808044]",An Asian child brushes their teeth with a blue toothbrush.,An Asian child brushes their teeth with a blue toothbrush.,A person brushing their teeth with a blue toothbrush.,A person brushing their teeth with a blue toothbrush.
000000071877.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000071877.jpg,"['Young man on skate board balancing on concrete barrier near sidewalk with small park area near by.', 'A skateboarder careening off concrete in a park', 'A skateboarder is grinding on a black rail.', 'A man riding a skateboard on top of a cement rail.', 'A boy doing a skateboard trick on a concrete barrier.']","[0.37486085295677185, 0.3655288815498352, 0.3653307557106018, 0.3650900721549988, 0.3649655282497406]",A skateboarder is grinding on a black rail.,A skateboarder is grinding on a black rail.,A man is skateboarding on a concrete block.,A man is skateboarding on a concrete block.
000000243495.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000243495.jpg,"['A toilet in a restroom next to a busted toilet paper dispenser.', 'A toilet in a small room with a two-roll dispenser for toilet paper.', 'A white toilet sitting in a bathroom stall next to a TP dispenser.', 'A toilet set up in a bathroom with a sexual drawing on the flushing unit.', 'The toilet paper containers in this public restroom are empty and need to be refilled.']","[0.37497177720069885, 0.3596363663673401, 0.35189348459243774, 0.3444107472896576, 0.34272709488868713]",A toilet in a small room with a two-roll dispenser for toilet paper.,A toilet in a small room with a two-roll dispenser for toilet paper.,A toilet with a roll of toilet paper on the wall next to it.,A toilet with a roll of toilet paper on the wall next to it.
000000572555.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000572555.jpg,"['A red and yellow train on a track at a platform.', 'a yellow and red trains engine on its track ', 'A yellow and red train stopped at a station.', 'A yellow and red train is on the tracks.', 'A yellow and red train riding into a station.']","[0.3001324534416199, 0.2930188775062561, 0.29205748438835144, 0.2860334813594818, 0.28487664461135864]",A red and yellow train on a track at a platform.,A red and yellow train on a track at a platform.,A red and yellow train is on the tracks at a station.,A red and yellow train is on the tracks at a station.
000000133087.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000133087.jpg,"['Dark street with a pizza hut on the opposite corner.', 'Street at night with red stoplights and street lights with head on traffic', 'The pedestrian crosses the lit city street at nightitme.', 'Baxter street in the city at night; a ""people crossing"" sign.', 'a shop a car traffic lights and buildings\n']","[0.3487201929092407, 0.34211674332618713, 0.3256021738052368, 0.3240727186203003, 0.3213813900947571]",A city street at night with a traffic light and a building with a green sign.,A city street at night with a traffic light and a building with a green sign.,A city street at night with a traffic light showing red.,A city street at night with a traffic light showing red.
000000299355.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000299355.jpg,"['Some sort of chicken dish with broccoli spears on side of plate', 'Closeup of a plate of food that includes chicken, mushrooms and broccoli.', 'Chicken and mushrooms served with broccoli garnished with parsley.', 'A nearly empty plate containing broccoli and brown sauce.', 'A plate is left sitting half eaten with mostly broccoli remaining.']","[0.34542277455329895, 0.3310979902744293, 0.3189220726490021, 0.314378023147583, 0.31112101674079895]",A plate of food with broccoli and chicken covered in sauce.,A plate of food with broccoli and chicken covered in sauce.,A plate of food with broccoli and a brown sauce.,A plate of food with broccoli and a brown sauce.
000000563648.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000563648.jpg,"['A skateboarder doing a trick at a competition.', 'A man on a skateboard on a ramp in front of spectators.  ', 'A man is high in the air as he skateboards on the ramp.', 'A skateboarder is separated from his board as he performs a jump in front of a crowd.', 'A crowd looks on as a young man does a skateboard trick.']","[0.33089402318000793, 0.3302168548107147, 0.33010566234588623, 0.32272106409072876, 0.32057803869247437]",A skateboarder is performing a trick in front of a crowd at a skateboarding competition.,A skateboarder is performing a trick in front of a crowd at a skateboarding competition.,A skateboarder performing a trick in a skate park with a crowd watching.,A skateboarder performing a trick in a skate park with a crowd watching.
000000242060.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000242060.jpg,"['a plate filled with some little tiny cakes ', 'a candle next to a bunt cake on a green plate', 'Lavishly decorated cake and empty drinking glasses await their tropical guests', 'The carrot cakes look like doughnut on display.', 'Small cakes are on a piece of tinfoil.']","[0.25761696696281433, 0.2513827085494995, 0.2507885694503784, 0.24636681377887726, 0.2455700933933258]",A plate filled with some little tiny cakes.,A plate filled with some little tiny cakes.,A plate of canelés is on a wooden table with a teapot and glasses of water.,A plate of canelés is on a wooden table with a teapot and glasses of water.
000000327617.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000327617.jpg,"['a vintage photo of a woman with a tennis racket ', 'An older photo of a woman on a tennis court posing with her raquet.', 'A woman holds a racket in front of a net.', 'A woman with a tennis racquet that is on a tennis court.', 'A woman wearing glasses holding a tennis racket. ']","[0.4125111699104309, 0.4124528765678406, 0.37445759773254395, 0.36708134412765503, 0.366955429315567]",A woman wearing glasses holding a tennis racket.,A woman wearing glasses holding a tennis racket.,A woman in a tennis outfit holding a tennis racket.,A woman in a tennis outfit holding a tennis racket.
000000427034.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000427034.jpg,"['A dog resting its head on a laptop keyboard.', ""A dog has it's face on a laptop computer."", 'A dog is lying next to a laptop computer.', ""A dog is resting it's head on a laptop while watching the screen."", 'A brown and black dog standing next to a man sitting on a laptop computer.']","[0.35943660140037537, 0.3456055819988251, 0.33792898058891296, 0.3327167332172394, 0.3057391047477722]",A dog resting it's head on a laptop while watching the screen.,A dog resting it's head on a laptop while watching the screen.,A dog is laying on a laptop keyboard.,A dog is laying on a laptop keyboard.
000000257624.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000257624.jpg,"['A girl with a baseball bat in the backyard smiles. ', 'A child standing outdoors in the yard playing with a kite', 'a little girl is standing outside with a soccer ball', 'A little girl holding a baseball bat on grass.', 'A girl throwing a boomerang in a backyard.']","[0.2986324727535248, 0.2937876284122467, 0.29337525367736816, 0.2905137538909912, 0.283041387796402]",A little girl is standing outside with a soccer ball.,A little girl is standing outside with a soccer ball.,A young girl in a black and red jacket and pink pants stands on a grassy field with two soccer,A young girl in a black and red jacket and pink pants stands on a grassy field with two soccer
000000091779.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000091779.jpg,"['Three hotdogs are prepared and loaded in different ways.', 'A chili dog on a homemade bun is worth the wait.', 'There is a chili dog in the bun.', 'A couple of hot dogs on a paper plate.', 'A plate topped with three hot dogs on top of a table.']","[0.32592424750328064, 0.32347869873046875, 0.31681227684020996, 0.3116997480392456, 0.31138429045677185]",Three hotdogs are prepared and loaded in different ways.,Three hotdogs are prepared and loaded in different ways.,A tray of hot dogs with different toppings is on a wooden table.,A tray of hot dogs with different toppings is on a wooden table.
000000151000.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000151000.jpg,"['People gathered taking pictures with a cell phone.', 'A person looking at their cell phone at another person taking a picture.', 'The woman wearing a costume among others is using a cell phone.', 'Woman taking her picture in a mirror with her cell phone.', 'A beautiful woman taking a picture with her smart phone.']","[0.3052152693271637, 0.30034124851226807, 0.2968235909938812, 0.29477164149284363, 0.294255793094635]",A woman is taking a picture of herself with her cell phone.,A woman is taking a picture of herself with her cell phone.,A woman in a striped shirt is holding up a camera to her face.,A woman in a striped shirt is holding up a camera to her face.
000000022396.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000022396.jpg,"['a jumbo jet flies through the sky with the moon peeking out', 'a plane flying by a bright moon in the sky\n', 'an air plane in the sky with  a three quarter moon out', 'A airplane coming in for a landing with a full moon above it.', 'A large jet liner flying under the moon.']","[0.34692588448524475, 0.33782973885536194, 0.33637043833732605, 0.33310890197753906, 0.32872387766838074]",An airplane flying in the sky with a three quarter moon in the background.,An airplane flying in the sky with a three quarter moon in the background.,A plane flies in the sky above a waxing gibbous moon.,A plane flies in the sky above a waxing gibbous moon.
000000205289.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000205289.jpg,"['A PICTURE OF A  MAN IN A TRUCK DATED 1917', 'A picture of an antique truck parked in a field.', 'An old truck in the field with three men', 'An older flat bed truck with equipment in it parked in a farm field with three men.', 'This is a picture of an old truck']","[0.32637548446655273, 0.3157738447189331, 0.3136116862297058, 0.3132120966911316, 0.31270670890808105]",An older flat bed truck with equipment in it parked in a farm field with three men.,An older flat bed truck with equipment in it parked in a farm field with three men.,An old black and white photo of a man driving a truck on a grassy field.,An old black and white photo of a man driving a truck on a grassy field.
000000524742.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000524742.jpg,"['Colorful graffiti is on the side of a subway car. ', 'a city bus with some art on the side of the bus ', 'Different color paintings on the side of a building. ', 'The passenger train has elaborate spray paint on the side.', 'Empty parked train painted with large, colorful graffiti.']","[0.31385549902915955, 0.31231099367141724, 0.3086170256137848, 0.299156129360199, 0.2957424819469452]",A colorful graffiti is on the side of a subway car.,A colorful graffiti is on the side of a subway car.,"A colorful train with a blue, yellow and red color scheme with a design on the side.","A colorful train with a blue, yellow and red color scheme with a design on the side."
000000283113.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000283113.jpg,"['A hot dog and a bun with some mustard.', 'A hot dog with mustard and catchup on it', 'There is a chili dog in the bun.', 'there is a long hot dog that has toppings on it', 'A foot long hot dog sitting on top of a bun.']","[0.34786534309387207, 0.34240177273750305, 0.3414810597896576, 0.3359525203704834, 0.33576056361198425]",A foot long hot dog with mustard and chili on a bun.,A foot long hot dog with mustard and chili on a bun.,Two hot dogs with mustard on top are sitting on paper plates.,Two hot dogs with mustard on top are sitting on paper plates.
000000575243.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000575243.jpg,"['A person walking down a street while holding an umbrella.', 'a person walking down the street holding an umbrella', 'A person is walking down a sidewalk holding an umbrella.', 'A man holding an umbrella on a sidewalk.', 'a man that is walking down the street with a umbrella']","[0.34989386796951294, 0.3471609055995941, 0.34634673595428467, 0.3459930419921875, 0.34549057483673096]",A person is walking down a sidewalk holding an umbrella.,A person is walking down a sidewalk holding an umbrella.,A person walking down a sidewalk holding an umbrella.,A person walking down a sidewalk holding an umbrella.
000000137294.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000137294.jpg,"['Man placing an item in an outdoor oven on a farm', 'A man is cooking in an outdoor state of the art commercial looking oven in the midst of a farm.', 'a man holds down an oven door as he looks into the oven', 'Two men are looking inside of a giant barbecue.', 'A man brushing oil onto a pig in an outdoor oven']","[0.32956966757774353, 0.2940371036529541, 0.29228585958480835, 0.28947165608406067, 0.28412529826164246]",A man is placing an item into an outdoor oven on a farm.,A man is placing an item into an outdoor oven on a farm.,A man is opening a large oven outside.,A man is opening a large oven outside.
000000227765.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000227765.jpg,"['Overview of a pot of vegetable soup with wooden spoon on a stainless steel stove top.', 'The pot on the stove has chopped vegetables in it.', 'A large pot of vegetable soup with a large wooden spoon.', 'There are diced vegetables inside a saucepan on top of the stove.', 'A bunch of vegetables cooking in a pot.']","[0.3085767328739166, 0.2996658980846405, 0.29814451932907104, 0.2971782982349396, 0.2898019850254059]",A pot of vegetable soup with a wooden spoon sits on a stainless steel stove top.,A pot of vegetable soup with a wooden spoon sits on a stainless steel stove top.,A pot of stew with a wooden spoon in it.,A pot of stew with a wooden spoon in it.
000000000785.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000000785.jpg,"['A woman in a red jacket skiing down a slope', 'A woman in a black jacket with skis on a slope.', 'A woman on skis in front of people on a slope.', 'A woman is on skis on the ski slope.', 'A woman on skis on a ski slope posing for a picture.']","[0.36007601022720337, 0.34970685839653015, 0.3454313576221466, 0.3450033664703369, 0.3441663384437561]",A woman in a red jacket is skiing down a snowy slope.,A woman in a red jacket is skiing down a snowy slope.,A woman in a red and white jacket is skiing down a snowy hill.,A woman in a red and white jacket is skiing down a snowy hill.
000000012120.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000012120.jpg,"['A doubles tennis match on a blue court', 'A tennis match of doubles is taking place in a full stadium', 'a man plays tennis in front of a large audience', 'Two women play tennis on a blue court.', 'Adult players during match play on blue court.']","[0.3434317111968994, 0.3369850516319275, 0.32903793454170227, 0.3282381296157837, 0.32222780585289]",Two women play tennis on a blue court.,Two women play tennis on a blue court.,A tennis match is underway on a blue court with a crowd watching.,A tennis match is underway on a blue court with a crowd watching.
000000147729.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000147729.jpg,"['People at a public event using cell phones to take pictures of the event.', 'A young boy is recording a performance on a cellphone of several people.', 'some people sitting and one man looking at his cellphone', 'Guy sitting down and using his cell during the party', 'People in an audience taking pictures with their cell phones.']","[0.3499724268913269, 0.3481225073337555, 0.3447810709476471, 0.3446323275566101, 0.34099721908569336]",People in an audience taking pictures with their cell phones.,People in an audience taking pictures with their cell phones.,A man in a striped shirt is holding up a cell phone to take a picture of a crowd.,A man in a striped shirt is holding up a cell phone to take a picture of a crowd.
000000400815.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000400815.jpg,"['This veteran traveler is satisfied with the lift, riding in the back of a pickup truck.', 'The older man is sitting in the bed of a truck. ', 'An old man sits in the back of a truck.', 'A man sitting in the back of a truck.', 'A man is sitting in the flatbed of a truck.']","[0.3757355511188507, 0.31098607182502747, 0.29704582691192627, 0.29357457160949707, 0.2846871614456177]",A man in a black jacket and blue jeans is sitting in the bed of a truck.,A man in a black jacket and blue jeans is sitting in the bed of a truck.,A man in a black jacket and blue jeans is sitting on the edge of a road with a suitcase beside him,A man in a black jacket and blue jeans is sitting on the edge of a road with a suitcase beside him
000000494913.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000494913.jpg,"['A basic living with a TV, couch, and rack, ', 'An entertainment room set up with a table for two for coffee', 'The spaceous living room has a large television and a fireplace.', 'Fully decorated basement has no people in it.', 'A person is playing a Wii golf game in a living room. ']","[0.31080305576324463, 0.3034224510192871, 0.30100327730178833, 0.29876455664634705, 0.2977920472621918]",A living room with a fireplace and a television on a stand.,A living room with a fireplace and a television on a stand.,A living room with a fireplace and a television on a stand.,A living room with a fireplace and a television on a stand.
000000136915.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000136915.jpg,"['A man is holding a baseball bat next to a Military dressed man. ', 'A service man is looking at his cel phone.', 'Two military personnel cutting and serving cake. ', 'A pair of military personnel cutting and serving a cake.', 'A man in uniform is looking at his phone.']","[0.30135345458984375, 0.27470505237579346, 0.26809313893318176, 0.2665984630584717, 0.2628001868724823]",A man in a suit is holding a baseball bat next to a military person.,A man in a suit is holding a baseball bat next to a military person.,A man in a suit is holding a baton while talking to a man in a military uniform.,A man in a suit is holding a baton while talking to a man in a military uniform.
000000162035.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000162035.jpg,"['A sign with teddy bears on it is advertising a tea room.', 'A teddy bear store is decorated with signs and bears.', 'A sign on a sidewalk has a teddy bear on it.', 'a sign with teddy bears and some people walking on a wet street', 'The store front of a teddy bear shop ']","[0.44585877656936646, 0.3667255640029907, 0.3573872148990631, 0.3516336679458618, 0.34291645884513855]",A sign with teddy bears on it is advertising a tea room.,A sign with teddy bears on it is advertising a tea room.,A sign for Teddy Bear Tea Rooms is on the sidewalk.,A sign for Teddy Bear Tea Rooms is on the sidewalk.
000000367569.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000367569.jpg,"['A living area congaing a couch, table, piano and fireplace.', 'A living room has a fireplace and a piano.', 'a fireplace a table couch piano lights and a picture', 'A living room with fireplace, table, and piano.', 'a living room with a couch and piano ']","[0.34266915917396545, 0.33612483739852905, 0.3337588906288147, 0.33003169298171997, 0.31152093410491943]","A living room with fireplace, table, and piano.","A living room with fireplace, table, and piano.","A living room with a piano, a fireplace, and a laptop on a coffee table.","A living room with a piano, a fireplace, and a laptop on a coffee table."
000000507037.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000507037.jpg,"['Many bicyclists are gathering at the taco truck', 'Crowd standing outside of a bike show event.', 'a gathering outside on the lawn of city hall', 'A group of people visit and eat food outside city hall.', 'People standing on the street by parked bicycles with a skateboard']","[0.31587937474250793, 0.3109295666217804, 0.3030394911766052, 0.30176371335983276, 0.30087822675704956]",A group of people standing outside on the lawn of city hall.,A group of people standing outside on the lawn of city hall.,A group of people gather outside a building with an American flag in front.,A group of people gather outside a building with an American flag in front.
000000338560.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000338560.jpg,"['a blue and yellow fire hydrant sitting on the sidewalk next to a quiet street', 'A blue and yellow fire hydrant on the side of a road.', 'A blue fire hydrant posed on a street corner in a city.', 'A blue water hydrant on a pavement near the road', 'A yellow fire hydrant on a sidewalk by a storefront.']","[0.4233458936214447, 0.4103161692619324, 0.40421995520591736, 0.3917655348777771, 0.384951651096344]",A blue and yellow fire hydrant sitting on the sidewalk next to a quiet street.,A blue and yellow fire hydrant sitting on the sidewalk next to a quiet street.,A blue and yellow fire hydrant is on the sidewalk by the road.,A blue and yellow fire hydrant is on the sidewalk by the road.
000000013004.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000013004.jpg,"['A peeled banana and sauce on a plate.', 'The banana is laying next to an almost empty bowl.', 'a bowl of food next to a very close banana', 'A bowl with something in it with a banana next to it', 'a banana is laying on a small plate']","[0.3871934115886688, 0.3704908788204193, 0.3692253828048706, 0.361088365316391, 0.35995569825172424]",A peeled banana and sauce on a plate.,A peeled banana and sauce on a plate.,A banana is on a plate with a bite taken out of it.,A banana is on a plate with a bite taken out of it.
000000140076.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000140076.jpg,"['The table has been decorated with a very modern look.', 'A dining room has a dining table and chairs, wall tapestry, and bar cart.', 'A table that has a vase on it near a blanket hanging on a wall.', 'An entertainment room set up with a table for two for coffee', 'A dining table sits with a table cloth, near bright, open windows.']","[0.26228904724121094, 0.2571890652179718, 0.255267858505249, 0.2544180750846863, 0.24777933955192566]","A dining room with a table, chairs, a blanket hanging on the wall, and a bottle on","A dining room with a table, chairs, a blanket hanging on the wall, and a bottle on",A dining room with a quilt hanging on the wall and a vase of flowers on the table.,A dining room with a quilt hanging on the wall and a vase of flowers on the table.
000000331317.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000331317.jpg,"['A shot of a clock in the train station.', 'A clock in a building in front of windows.', 'there is a large gold clock at some type of station', 'The side of the building has a large clock and several windows.', 'A large ornate metal clock rests beside a miniature clock, also, featuring great detail, both of which stand behind a pane of glass that  also shows the view from outside. ']","[0.36252090334892273, 0.351960152387619, 0.3376217186450958, 0.3260161578655243, 0.32462120056152344]","A large ornate metal clock rests beside a miniature clock, also, featuring great detail, both of which stand behind","A large ornate metal clock rests beside a miniature clock, also, featuring great detail, both of which stand behind",A large ornate clock is in front of a window with a view of the city.,A large ornate clock is in front of a window with a view of the city.
000000289222.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000289222.jpg,"['A signal light glows red by the street sign. ', 'A traffic light with a frowning face on the red light and a city street and buildings behind it.', 'A traffic light in front of a tall building with red lights at the top. ', 'A traffic light with an orange and a red having faces drawn on them.', 'A traffic signal next to two other traffic signals.']","[0.3485325574874878, 0.3469494879245758, 0.3343431055545807, 0.33179590106010437, 0.33001282811164856]",A traffic light with a frowning face on the red light and a city street and buildings behind it.,A traffic light with a frowning face on the red light and a city street and buildings behind it.,A pedestrian signal shows a red figure of a person walking.,A pedestrian signal shows a red figure of a person walking.
000000026941.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000026941.jpg,"['A green cart with old luggage on it standing by.', 'A bunch of suitcases that are on a cart.', 'A pile of suitcases that are stacked on a green roller.', 'a stack of suitcases out on the street', 'a little green cart filled with assorted suitcases ']","[0.37227651476860046, 0.3550366163253784, 0.34768158197402954, 0.34595638513565063, 0.3431164026260376]",A green cart filled with assorted suitcases.,A green cart filled with assorted suitcases.,A green luggage cart filled with old suitcases.,A green luggage cart filled with old suitcases.
000000140840.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000140840.jpg,"['Several kites sit on the ground, with a few people in the background.', 'Kites being used by people on a beach.', 'Various kites near the ground in a field.', 'many kites with different shapes all laying on the ground', 'There are many people on this field flying kites']","[0.3561784327030182, 0.34750866889953613, 0.34047481417655945, 0.3333093822002411, 0.325216680765152]","Several kites sit on the ground, with a few people in the background.","Several kites sit on the ground, with a few people in the background.",A field with many kites flying in the air.,A field with many kites flying in the air.
000000567886.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000567886.jpg,"['A person sits on the floor beside flip flops and a teddy bear.', ""A teddy bear and sandals lie strewn at someone's feet."", 'A toothbrush is being pushed against the stuffed animal', 'A dog sits on the floor next to some shoes. ', 'The student is trying to relax on the floor.']","[0.3970019519329071, 0.36515936255455017, 0.3606754243373871, 0.3301577568054199, 0.32969775795936584]",A toothbrush is being pushed against the stuffed animal.,A toothbrush is being pushed against the stuffed animal.,"A person's feet are propped up on a blue carpet with a white teddy bear, a pair of black","A person's feet are propped up on a blue carpet with a white teddy bear, a pair of black"
000000216277.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000216277.jpg,"['A half-eaten apple sits next to a cell phone.', 'A partially eaten apple by a Verizon device.', 'Partially eaten apple and cell phone, near a hand on a table.', 'An alarm clock that is shaped like an apple.', 'A table topped with a half eaten apple next to a smart phone.']","[0.34352341294288635, 0.341499000787735, 0.3150331676006317, 0.30956190824508667, 0.2981416881084442]",A half-eaten apple sits next to a cell phone.,A half-eaten apple sits next to a cell phone.,A person is holding a toothpick to a hole in an apple next to a cell phone.,A person is holding a toothpick to a hole in an apple next to a cell phone.
000000572408.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000572408.jpg,"['a brown bull and a white bird and a hill', 'A long horn bull standing next to a  sheep on a grass covered field.', 'Several herd animals are on the grass by a mountain.', 'Long haired cattle in a field with calf.', 'A brown cow grazing on grass on a mountain.']","[0.3212813436985016, 0.3199250400066376, 0.29909610748291016, 0.29906660318374634, 0.29080408811569214]",A long horn bull standing next to a  sheep on a grass covered field.,A long horn bull standing next to a  sheep on a grass covered field.,A cow with long horns is standing over another cow that is laying down.,A cow with long horns is standing over another cow that is laying down.
