image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
7774468390.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7774468390.jpg,"[' A person in a blue shirt is holding a microphone in their hands .', ' A man in a black shirt and blue jeans holds a microphone while a band performs with him .', ' A man in a blue jacket is talking into a microphone .', ' A singer performing at an outdoor concert , he is also singing with a grimace on his face .', ' An older gentleman , wearing a royal blue suit jacket and blue slacks , holding a red microphone while standing on a stage .']","[0.32741212844848633, 0.3201211988925934, 0.3183480501174927, 0.2941267788410187, 0.28989434242248535]",A man in a blue shirt is holding a microphone.,A man in a blue shirt is holding a microphone.,A man in a blue shirt and black pants is singing into a microphone on a stage.,A man in a blue shirt and black pants is singing into a microphone on a stage.
5721131714.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5721131714.jpg,"[' this Black Dude , in the Brown Shirt , is singing a song .', ' An African American male is singing into a microphone .', ' A young man , with an earpiece , is singing into a microphone .', ' A young man holding a microphone and singing .', ' A young man with a microphone in his hand singing .']","[0.34126728773117065, 0.333456426858902, 0.32725316286087036, 0.3252362906932831, 0.3194618821144104]",An African American male is singing into a microphone.,An African American male is singing into a microphone.,A man singing into a microphone wearing a striped shirt.,A man singing into a microphone wearing a striped shirt.
5829317322.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5829317322.jpg,"[' Practicing ballet with a tree as a partner is difficult .', ' Stage dancers practicing their jumping routine .', ' Girls performing a dance routine .', ' Two female dancers in matching uniforms dancing .', ' Young girls are practicing for a ballet recital .']","[0.3271561563014984, 0.305095911026001, 0.3004950284957886, 0.2982257604598999, 0.2966996431350708]",Two female dancers in matching uniforms dancing in front of a window.,Two female dancers in matching uniforms dancing in front of a window.,Two ballet dancers are performing in front of a backdrop with the letters B and S.,Two ballet dancers are performing in front of a backdrop with the letters B and S.
289599470.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/289599470.jpg,"[' A black-haired girl is eating corn on the cob .', ' A man with a tattoo on one arm and an ear of corn in the other looks at a woman in a yellow shirt .', ' A woman enjoying some food with her thumb in her mouth .', ' A man shucking corn while his son watches television .', "" A child in a yellow shirt is licking brightly colored food off of a man 's cheek .""]","[0.36415982246398926, 0.2926049828529358, 0.28452494740486145, 0.2801506221294403, 0.2767714560031891]",A woman with black hair is eating corn on the cob.,A woman with black hair is eating corn on the cob.,"A woman with black hair is holding a cob of corn up to her face, with her eyes closed and a big smile","A woman with black hair is holding a cob of corn up to her face, with her eyes closed and a big smile"
519524552.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/519524552.jpg,"[' A crowd is watching a group of sidewalk acrobats , in the foreground a man standing on his hat .', ' A crowd of people watching a balloon twister on a beautiful day .', ' Townspeople gathered for a festival .', ' Citizens participating in a local event .', ' A crowd is enjoying an outdoor festival .']","[0.2686440348625183, 0.26682618260383606, 0.2591928541660309, 0.2542715072631836, 0.2531941831111908]",A crowd of people sitting on the grass in front of the Space Needle.,A crowd of people sitting on the grass in front of the Space Needle.,A group of people sitting on the grass in front of the Space Needle.,A group of people sitting on the grass in front of the Space Needle.
4379493825.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4379493825.jpg,"[' A female figure skater in a red jacket is practicing her moves .', ' One person in blue leggings enjoying ice skating .', ' An attractive women ice skating .', ' A woman is wearing ice skates and there are groups of people in the background .', ' An Ice skater in full ensemble sliding to the right with bellows of ice dust all over the background .']","[0.35720157623291016, 0.33602502942085266, 0.335366427898407, 0.33026349544525146, 0.32718172669410706]",A female figure skater in a red jacket is practicing her moves.,A female figure skater in a red jacket is practicing her moves.,A woman in a red top and black leggings is skating on a frozen lake.,A woman in a red top and black leggings is skating on a frozen lake.
3226411414.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3226411414.jpg,"[' Two happy looking children quickly move towards the camera away from their desert tent shanty camp .', ' A woman and a child clean up a beach .', ' Two children run through a dirt field behind some tents .', ' Similarly dressed children are playing soccer in a rocky field in front of a building .', ' A boy and girl play together on a pile or rocks in a residential area .']","[0.32895275950431824, 0.30947262048721313, 0.30757105350494385, 0.30535948276519775, 0.2976541817188263]",Two children run through a dirt field behind some tents.,Two children run through a dirt field behind some tents.,A boy in a blue shirt is playing with a soccer ball in a dirt field.,A boy in a blue shirt is playing with a soccer ball in a dirt field.
136645716.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/136645716.jpg,"[' A man sits on the beach outside his tent and makes something to eat .', ' woman sitting on the beach under a pink lawn umbrella .', ' A man dressed in black on the beach sitting under a red umbrella .', ' A person is sitting under a purple umbrella on the beach .', ' There is one person sitting under an umbrella and two other sitting in the sun .']","[0.33907780051231384, 0.3102554380893707, 0.30742019414901733, 0.30404943227767944, 0.30073848366737366]",A man sits on the beach outside his tent and makes something to eat.,A man sits on the beach outside his tent and makes something to eat.,A man sits on a beach under a blue umbrella with a yellow one nearby.,A man sits on a beach under a blue umbrella with a yellow one nearby.
7817889978.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7817889978.jpg,"[' a middle-aged woman climbs a mountain .', ' Man with a camera crew getting ready to descend from a high place .', ' People mountain climbing .', ' The active lady here is enjoying rock climbing in the mountains .', ' A young white man is climbing a mountain with a rope as a guide .']","[0.30701789259910583, 0.30373188853263855, 0.30021440982818604, 0.29632124304771423, 0.29208260774612427]",A woman wearing a helmet climbs a rocky mountain.,A woman wearing a helmet climbs a rocky mountain.,A person climbing a rocky mountain with a helmet on.,A person climbing a rocky mountain with a helmet on.
3793619579.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3793619579.jpg,"[' Two little boys in denim shorts , one wearing a red shirt and cap , and the other wearing a white shirt , look at an approaching black and red locomotive on a track in a tree-lined grassy setting .', ' Three boys and there father working in a yard .', ' Two young boys wearing shorts play outside while a police officer watches .', ' Two boys happily pull cart .', ' The boy is carrying the other boy .']","[0.3234860301017761, 0.32279151678085327, 0.3211729824542999, 0.31717291474342346, 0.31176644563674927]",Two young boys wearing shorts play outside while a police officer watches.,Two young boys wearing shorts play outside while a police officer watches.,"A young boy in a blue shirt and black shorts stands next to a sign that says ""love"".","A young boy in a blue shirt and black shorts stands next to a sign that says ""love""."
209803062.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/209803062.jpg,"[' A blond-haired women tennis player hitting the tennis ball .', ' a female tennis player is lining up to take a swing with her racquet .', ' A female tennis player prepairing to serve the ball .', ' A woman crouches down with a tennis racket in both hands .', ' A woman in sports clothing playing tennis picking something up .']","[0.3426930010318756, 0.3207974135875702, 0.3200395703315735, 0.31063270568847656, 0.3089141547679901]",A blond-haired woman tennis player hitting the tennis ball.,A blond-haired woman tennis player hitting the tennis ball.,A woman bending over while holding a tennis racket.,A woman bending over while holding a tennis racket.
109608573.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/109608573.jpg,"[' A man preparing his gondola for a short trip .', ' A man in a black tank top is putting clothes out on the line to dry .', ' A boy plays with a soccer ball under a clothesline in an alley .', ' Guy wearing shorts and flip flaps in laundry mat .', ' A little boy stands behind a white and blue boat on a brick street .']","[0.317913293838501, 0.31411245465278625, 0.30366501212120056, 0.30306175351142883, 0.3022018074989319]",A man in a white shirt is hanging clothes on a clothesline outside a building.,A man in a white shirt is hanging clothes on a clothesline outside a building.,A man is hanging up a row of shirts outside a building.,A man is hanging up a row of shirts outside a building.
305611825.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/305611825.jpg,"[' A group of Young ethnic kids performing a dance in traditional colorful outfits .', ' Indigenous people preparing for a festival dance at night .', ' A group of children in costume , learning a dance from an instructor .', ' A young boy and an old men involved in some type of ritual ceremony .', ' Children watch a man doing dance moves .']","[0.34357455372810364, 0.32640576362609863, 0.3110959231853485, 0.3063794672489166, 0.30445024371147156]",A group of Young ethnic kids performing a dance in traditional colorful outfits.,A group of Young ethnic kids performing a dance in traditional colorful outfits.,A group of children are performing a traditional dance in a room with an audience of children and adults.,A group of children are performing a traditional dance in a room with an audience of children and adults.
3838585113.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3838585113.jpg,"[' A man pulls a bicycle-driven cart through a city alley .', ' A street vendor is set up in the middle of a street with his cart .', ' An Asian man posing in front of a cart hes pulling for a picture .', ' Men working in dirty conditions with red fabric .', ' Two young men , one smoking , walk past a large sign that uses orange stars to spell "" HELL "" .']","[0.2871341407299042, 0.2844019830226898, 0.2809655964374542, 0.27556541562080383, 0.2754957675933838]",A man pulls a bicycle-driven cart through a city alley.,A man pulls a bicycle-driven cart through a city alley.,A woman in a red dress stands next to a rickshaw in front of a red building with graffiti on,A woman in a red dress stands next to a rickshaw in front of a red building with graffiti on
2856700531.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2856700531.jpg,"[' A young man with darker skin and a shaved head is sitting down smoking a cigarette .', ' A picture of a man getting his chin shaved .', ' A man in a black jacket with a mohawk walks on a road .', ' A person sits outside at a table and rests their head in their hand .', ' An Asian man looking at something .']","[0.2987109124660492, 0.28825780749320984, 0.28644829988479614, 0.28207921981811523, 0.28175297379493713]",A young man with darker skin and a shaved head is sitting down smoking a cigarette.,A young man with darker skin and a shaved head is sitting down smoking a cigarette.,"A man wearing a black sweatshirt with the words ""Land of the Free"" on it is sitting on a","A man wearing a black sweatshirt with the words ""Land of the Free"" on it is sitting on a"
2410153942.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2410153942.jpg,"[' An unfortunate accident occurred at a racetrack , where a horse stumbled and fell to the ground , taking the jockey down as well .', ' The truck appears to be stuck in the mud .', ' A small red and white race car is competing during a race .', ' A Upside down car with rescue worker nearby .', ' A cart that is so heavy it tipped over backwards and put the donkey that was pulling it in the air .']","[0.3051720857620239, 0.2958845794200897, 0.29273325204849243, 0.2909725606441498, 0.28648605942726135]",A red and white race car is stuck in the mud.,A red and white race car is stuck in the mud.,A red and white Mitsubishi vehicle is stuck in the mud.,A red and white Mitsubishi vehicle is stuck in the mud.
3541915243.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3541915243.jpg,"[' A young woman with bare feet on a crowded road looking down while many people are walking by and some are sleeping and a young man in a black shirt with yellow writing is looking at the people who seem to be sleeping .', ' A man in a crowd raises his arms pleadingly .', ' Asian spectators .', ' A girl in a crowd laughs and climbs on something .', ' A crowd sports the colors red , black and yellow on the painted faces and clothing while waving flags of the same color .']","[0.3056718707084656, 0.3001748323440552, 0.2994763255119324, 0.28898370265960693, 0.28650474548339844]",A man in a crowd raises his arms pleadingly.,A man in a crowd raises his arms pleadingly.,A man with a black hat and a green shirt is holding onto a pole as he looks up at the sky.,A man with a black hat and a green shirt is holding onto a pole as he looks up at the sky.
122958692.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/122958692.jpg,"[' A man wearing a cap and white shirt playing tennis .', ' A tennis player in a white outfit hits a tennis ball .', "" A professional tennis player returns a shot with a back hand from no man 's land ."", ' A tennis player with green a green headband on is ready to hit the ball .', ' The person in the white uniform and kneepads is playing a game with a wooden racquet .']","[0.34182170033454895, 0.33569061756134033, 0.3050253093242645, 0.3011377453804016, 0.29104024171829224]",A tennis player in a white outfit hits a tennis ball.,A tennis player in a white outfit hits a tennis ball.,A tennis player in a white outfit is in the middle of a serve on a tennis court.,A tennis player in a white outfit is in the middle of a serve on a tennis court.
2342478660.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2342478660.jpg,"[' A little girl is smiling whilst wearing a fake nose and glasses .', ' The boy in the green shirt is staring open-mouthed at something above him .', ' A young child with green goggles leans on a step .', ' A child in blue with glasses .', ' A male child with blond-hair , green eyes , and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row .']","[0.31150901317596436, 0.3048577904701233, 0.2949867248535156, 0.29297924041748047, 0.2908087372779846]",A young child with a fake smile and green glasses.,A young child with a fake smile and green glasses.,A boy with a green frame glasses and a fake tooth in his mouth.,A boy with a green frame glasses and a fake tooth in his mouth.
5457465605.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5457465605.jpg,"[' Shirtless men in matching clothing raise their hands into the air .', ' Several shirtless dark-skinned men with their arms held high engaged in a ceremony .', ' Four men do a synchronized dance on an outdoor stage .', ' Men dressed in fancy traditional clothing dance in a circle .', ' Indigenous people preparing for a festival dance at night .']","[0.31782424449920654, 0.3108002543449402, 0.2949141561985016, 0.2876226007938385, 0.2808951735496521]",Shirtless men in matching clothing raise their hands into the air.,Shirtless men in matching clothing raise their hands into the air.,A group of men in checkered skirts are performing a fire dance.,A group of men in checkered skirts are performing a fire dance.
4449702874.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4449702874.jpg,"[' Two young adults lounging on the green .', ' A young man in a blue checkered dress shirt sits with a young woman in a black and white striped shirt and another young woman in a white shirt as they sit on each of his legs in a park .', ' Young people sit or sunbathe on a park meadow .', ' A shirtless man with a brown and white dog looking at a woman in jeans and a bikini top who is relaxing on a bench .', ' A woman watches as her friend goes for a spare .']","[0.313020259141922, 0.3102455735206604, 0.3060712218284607, 0.3020489513874054, 0.29684993624687195]",Two young adults lounging on the green grass.,Two young adults lounging on the green grass.,Three people are sitting on the grass in a park.,Three people are sitting on the grass in a park.
2376878930.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2376878930.jpg,"[' A boy in blue jeans runs on the track at the local school .', ' A young boy playing tennis on a wet court with no shoes .', ' A girl jumps rope in a parking lot .', ' A little kid running towards the camera .', ' kid running in a fenced in area .']","[0.36744168400764465, 0.3673188388347626, 0.36391767859458923, 0.35260242223739624, 0.3496260344982147]",A young boy runs across a parking lot.,A young boy runs across a parking lot.,A young boy runs across a parking lot with a frisbee in his hand.,A young boy runs across a parking lot with a frisbee in his hand.
3569979711.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3569979711.jpg,"[' A man balancing on his hand at the beach .', ' A man in printed board shorts is doing a yoga pose on the beach .', ' a blond girl doing a handstand on a beach', ' A young boy is doing a back flip into the ocean .', ' A boy is outside wearing a t-shirt and shorts while he does a back flip .']","[0.33882150053977966, 0.3326875865459442, 0.32875221967697144, 0.3263697922229767, 0.3105049133300781]",A man in printed board shorts is doing a yoga pose on the beach.,A man in printed board shorts is doing a yoga pose on the beach.,A man doing a handstand on a beach with a yellow object in the foreground.,A man doing a handstand on a beach with a yellow object in the foreground.
4470113445.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4470113445.jpg,"[' A brown-haired man wearing jeans , glasses , a pink shirt , and jacket is playing guitar and singing into a microphone .', ' A drummer wearing a plaid shirt , jeans , and a purple had bangs his drum .', ' A man in a red button up shirt play a guitar and standing next to a microphone .', ' One man playing a red guitar and singing into a microphone has a larger man playing the drums behind him .', ' A man wearing shorts playing a guitar .']","[0.3409269452095032, 0.33404555916786194, 0.32820114493370056, 0.32296428084373474, 0.31894779205322266]",A man in a red shirt and jeans stands in front of a microphone.,A man in a red shirt and jeans stands in front of a microphone.,A man in a red shirt and jeans stands in front of a drum set.,A man in a red shirt and jeans stands in front of a drum set.
2058989634.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2058989634.jpg,"[' People run a marathon for the Race for the Cure foundation .', ' There is a large crowd of runners .', ' Numerous people participating in a foot race or walk .', ' Runners jog through city streets trailed by crowds on onlookers .', ' A large crowd of people are running in a city marathon .']","[0.3143371343612671, 0.314292311668396, 0.30750882625579834, 0.30498096346855164, 0.30073681473731995]",A large crowd of people are running in a city marathon.,A large crowd of people are running in a city marathon.,A large group of people are walking down a street in front of a large building.,A large group of people are walking down a street in front of a large building.
3199895624.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3199895624.jpg,"[' A couple with a "" Longchamp "" bag is looking at a digital camera \'s LCD viewer .', ' A man standing on his cellphone next to a picture of a woman .', ' A blond woman looks at her phone while standing next to a man .', ' A man a woman posing for a picture .', ' A couple very excited about what is going on .']","[0.3318633437156677, 0.31891345977783203, 0.3094047009944916, 0.29128021001815796, 0.2883426547050476]",A man and a woman are looking at a digital camera's LCD viewer.,A man and a woman are looking at a digital camera's LCD viewer.,A man and a woman are sitting in front of a TV and the man is holding a remote control.,A man and a woman are sitting in front of a TV and the man is holding a remote control.
234241682.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/234241682.jpg,"[' A soccer game is in progress with both teams on the field .', ' A soccer game is in progress .', ' Players on a soccer field performing for the crowd .', ' A trio of soccer plays play on the field as a crowd looks on .', ' Two teams , one wearing red jerseys and helmets and one wearing white jerseys and yellow helmets , are playing football on a grass field .']","[0.3091103434562683, 0.2917868196964264, 0.29025912284851074, 0.2827815115451813, 0.2786891460418701]",A soccer game is in progress with both teams on the field.,A soccer game is in progress with both teams on the field.,A group of people playing soccer on a field at sunset.,A group of people playing soccer on a field at sunset.
217949158.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/217949158.jpg,"[' A woman weaving a striped piece of cloth with others in the background .', ' A woman in a pink shirt is weaving a beautiful fabric .', ' A Hispanic person sitting among colorful fabric making a belt .', ' A woman in a green dress weaving cloth .', ' Woman with black hair works on creating fabric .']","[0.38825762271881104, 0.35408973693847656, 0.3408607244491577, 0.3389380872249603, 0.3338448405265808]",A woman weaving a striped piece of cloth with others in the background.,A woman weaving a striped piece of cloth with others in the background.,A woman is weaving a cloth on a wooden loom outside.,A woman is weaving a cloth on a wooden loom outside.
3642604708.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3642604708.jpg,"[' A young boy is playing with a colorful streamer .', ' A small child looking a various prized at a carnival', ' A child is looking at some colorful dresses .', ' A little boy in a blue and white striped shirt is showing off the fish he caught .', ' A boy in a blue shirt is about to use a spray bottle .']","[0.34196799993515015, 0.3390158712863922, 0.329446017742157, 0.30783575773239136, 0.3055095672607422]",A young boy is looking at some colorful clothes.,A young boy is looking at some colorful clothes.,A young child in a blue shirt and brown pants is reaching for a tie-dye shirt on a ra,A young child in a blue shirt and brown pants is reaching for a tie-dye shirt on a ra
4716333601.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4716333601.jpg,"[' A man with a duffel bag and girl pushing a cart walk down a street .', ' A man with a backpack is walking down a street while a man in an orange shirt pushes a cart the opposite direction .', ' A man shows a young boy how to sweep in the streets of an Asian city .', ' A child wearing a hat and backpack walking through town .', ' A man walking next to a little boy wearing a backpack .']","[0.32604455947875977, 0.32248416543006897, 0.318765789270401, 0.31654271483421326, 0.3153448700904846]",A man with a backpack is walking down a street while a man in an orange shirt pushes a cart the opposite,A man with a backpack is walking down a street while a man in an orange shirt pushes a cart the opposite,A woman in a pink hat walks down a street with a man in a striped shirt.,A woman in a pink hat walks down a street with a man in a striped shirt.
5064970423.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5064970423.jpg,"[' This little girl is making a face to show that she is unhappy .', ' A young girl ponders what should she do as she sucks her thumb .', ' Little girl posing for a caricature .', ' A small child looking a various prized at a carnival', ' A young child is playing doctor .']","[0.30799201130867004, 0.3053892254829407, 0.298925518989563, 0.29446735978126526, 0.2921336591243744]",A young child is playing doctor.,A young child is playing doctor.,A young child in a hospital gown and a pink hat looks thoughtfully to the side.,A young child in a hospital gown and a pink hat looks thoughtfully to the side.
3050606344.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3050606344.jpg,"[' Man kayaking through rough waters .', ' A man wearing a helmet in a Pyranha kayak floats down some river rapids .', ' Man kayaking in a raging river .', ' A kayaker gets wet in the rapids .', ' A man in a kayak fights rough waters .']","[0.3695165812969208, 0.36923134326934814, 0.3683086037635803, 0.3677070736885071, 0.3567436933517456]",A man in a yellow jacket and red pants is kayaking through rough waters.,A man in a yellow jacket and red pants is kayaking through rough waters.,A man in a yellow jacket and red pants is kayaking in rough water.,A man in a yellow jacket and red pants is kayaking in rough water.
275858550.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/275858550.jpg,"[' street scene of elegant dressed people of older times', ' A gentleman in a striped shirt gesturing with a stick-like object in his hand while passersby stare at him .', ' The juggler is entertaining the young boys on the sidewalk .', ' A well dressed man holds a skillet in public .', ' A tour around the city with the tour guide on the speaker .']","[0.3150258958339691, 0.3083999454975128, 0.30665022134780884, 0.30359604954719543, 0.3010638952255249]",A man in a vest and tie is standing on a street with his eyes closed.,A man in a vest and tie is standing on a street with his eyes closed.,A man in a vest and tie stands in front of a Panini pasta shop.,A man in a vest and tie stands in front of a Panini pasta shop.
4852300027.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4852300027.jpg,"[' The man in the white hat has various items on the sidewalk .', ' A man in a white hat walks down the street while a man in a white hat stands with his arms crossed on the street corner .', ' A man walking in a white robe .', ' A man in a white shirt standing in a plaza .', ' A man in a white tunic is standing in the marketplace .']","[0.35848432779312134, 0.34373000264167786, 0.3401537835597992, 0.3319180905818939, 0.3315035402774811]",A man in a white hat and white clothes stands on the sidewalk.,A man in a white hat and white clothes stands on the sidewalk.,A man in a white suit and hat is standing on the sidewalk.,A man in a white suit and hat is standing on the sidewalk.
2282573692.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2282573692.jpg,"[' Two women , one older and one younger , laughing in a jacuzzi at a spa .', ' A few puppies get washed in the tub .', ' A young man in a bathrobe dunks his feet in a hot tub .', ' Swimmers having fun in the indoor pool .', ' Two men are standing in a building with water over flowing from sinks , one man has a plastic bag holding it and the other man holding one , there is are square trays on top of each other one is red and the other is gray .']","[0.34171876311302185, 0.29067039489746094, 0.28630977869033813, 0.28447845578193665, 0.281872034072876]","Two women, one older and one younger, are laughing in a jacuzzi at a spa.","Two women, one older and one younger, are laughing in a jacuzzi at a spa.",Two women are enjoying a relaxing time in a hot tub.,Two women are enjoying a relaxing time in a hot tub.
3340575518.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3340575518.jpg,"[' A climber approaches the top of a cliff high above the surrounding terrain .', ' These people are hiking to the mountain climbing site .', ' The man is hiking up a grassy mountainside .', ' They are walking around the mountain .', ' The hikers are climbing up the mountains .']","[0.2878238260746002, 0.2846367359161377, 0.28370532393455505, 0.2835061252117157, 0.2826191782951355]",Three people are sitting on a grassy mountainside.,Three people are sitting on a grassy mountainside.,Three people sitting on a hillside with a mountain in the background.,Three people sitting on a hillside with a mountain in the background.
2341850464.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2341850464.jpg,"[' Topless old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .', ' There is one person sitting under an umbrella and two other sitting in the sun .', ' There is a man in tan lounging outside in a chair .', ' Man reading in a chair outside', ' A man in a red hat is sitting on a stand under shade and a green flag .']","[0.3543621599674225, 0.3253323435783386, 0.32107821106910706, 0.32095226645469666, 0.31800001859664917]",A man in a red shirt and white hat is sitting in a chair under an umbrella.,A man in a red shirt and white hat is sitting in a chair under an umbrella.,A man in a red shirt and hat is sitting in a chair under an umbrella.,A man in a red shirt and hat is sitting in a chair under an umbrella.
4973604926.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4973604926.jpg,"[' Two people stand in front of a building with graffiti that reads "" Boss Life "" .', ' Young people walk on the street outside of an apartment building called "" Love Story "" .', ' Apartment building on a street corner with graffiti on the building and people walking on the sidewalk in front of it .', ' A building says "" you are here "" upside down over it \'s doorway .', ' A street scene with a Hair and Wigs store and a leather goods store .']","[0.36193135380744934, 0.3241077959537506, 0.309481680393219, 0.303567498922348, 0.3017134368419647]","Two people stand in front of a building with graffiti that reads "" Boss Life "" .","Two people stand in front of a building with graffiti that reads "" Boss Life "" .",Two people standing on a street corner with a traffic light and a building with graffiti on it.,Two people standing on a street corner with a traffic light and a building with graffiti on it.
380041023.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/380041023.jpg,"[' The large , brownish dog is running through a grassy area .', ' A brown dog is running through a wooded area .', ' This female is ready to fight if need be , she is trained .', ' A big brown dog running .', ' A brown dog chasing after something']","[0.3393646776676178, 0.3357667326927185, 0.3232182264328003, 0.31742003560066223, 0.3173438310623169]",A brown dog is running through a grassy area.,A brown dog is running through a grassy area.,A dog is running across a field of leaves.,A dog is running across a field of leaves.
281297361.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/281297361.jpg,"[' An old man wearing a green bowtie and glasses looking toward the camera .', ' An elderly woman in a tan coat and scarf tied around her head is standing outside .', ' An older man on a street corner .', ' A man with black-rimmed glasses and a mustache is talking .', ' An older man with glasses looks surprised .']","[0.29306235909461975, 0.2861579954624176, 0.26708564162254333, 0.262768417596817, 0.26196983456611633]",An older woman in a tan coat and scarf tied around her head is standing outside.,An older woman in a tan coat and scarf tied around her head is standing outside.,A woman wearing a headscarf stands on a busy street.,A woman wearing a headscarf stands on a busy street.
5767811093.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5767811093.jpg,"[' A batter swings as the ball comes in !', ' The batter , who is wearing the number 5 , swinging at the pitch .', ' The baseball player takes a swing .', ' A professional baseball player swings his bat in an attempt to hit an oncoming baseball .', ' A baseball player swings his bat to hit a traveling baseball .']","[0.3285115361213684, 0.328482061624527, 0.32490473985671997, 0.3243188261985779, 0.3203044533729553]",A baseball player swings his bat to hit a traveling baseball.,A baseball player swings his bat to hit a traveling baseball.,A baseball player swings at a pitch during a night game.,A baseball player swings at a pitch during a night game.
4850814517.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4850814517.jpg,"[' A blond man is drinking from a public fountain .', ' A man crouches in front of a sculpture while holding a blowtorch and a paintbrush .', ' A guy does tricks on his bike .', ' The crouching man is holding a large camera .', ' A man doing tricks on a bike']","[0.33169347047805786, 0.3208267390727997, 0.3170359134674072, 0.3166372776031494, 0.31499651074409485]",A blond man is drinking from a public fountain.,A blond man is drinking from a public fountain.,A man leans over to drink from a water fountain.,A man leans over to drink from a water fountain.
