image_name,image_path,retrieved_captions,retrieved_scores,retrieved_image_names,hit@1,hit@5,hit@10,raw_rag,answer_rag
4445607388.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4445607388.jpg,"[' A van with flags advertising floats , boogie boards , umbrellas , chairs , and surfboards .', "" Bronislaw Komorowski 's campaign sign floats above a McDonald 's ."", ' A float representing the times of hanging is shown in the back of a truck .', ' A man wearing a thong and furry boots walks down a crowded street towing a political agenda sign on wheels .', ' A man yields a slow sign at a docking area .', ' A boat named "" ELOIN "" floats on the water .', ' A double decker boat floating on the water .', ' Boaters follow each other single file over the damn .', ' These people are riding a large boat type vehicle .', ' A man in a cherry picker working on a sign .']","[0.3123100697994232, 0.3043057918548584, 0.28500083088874817, 0.2845137119293213, 0.27577605843544006, 0.27450454235076904, 0.2730504274368286, 0.27208051085472107, 0.2711932361125946, 0.2686502933502197]","['4445607388.jpg', '4718615348.jpg', '2661294969.jpg', '258089565.jpg', '1626116016.jpg', '522712748.jpg', '522712748.jpg', '3198088069.jpg', '4569687236.jpg', '287373328.jpg']",1,1,1,"A van with flags advertising floats, boogie boards, umbrellas, chairs, and sur","A van with flags advertising floats, boogie boards, umbrellas, chairs, and sur"
3469584002.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3469584002.jpg,"[' This girl is jumping off of a rock onto the sand .', ' A man wearing shorts leaps off a rock into the ocean .', ' Someone leaps across the beach in a sign of joy !', ' A boy is jumping on rocks by the beach', ' A girl on the beach jumping from a boulder onto the sand with one hand in the air .', ' A person in midair doing a flip along the beach', ' A man jumping , with the beach , water , and mountain in the background .', ' Someone in a black sweatshirt and jeans leaps into the air on a beach while a kneeling person in jeans and a black jacket takes a photograph .', ' Man jumping off rocks .', ' A boy jumps off a tan rock .']","[0.3501153588294983, 0.3491520583629608, 0.34464940428733826, 0.34391307830810547, 0.34074434638023376, 0.34042832255363464, 0.3400503993034363, 0.33967429399490356, 0.33863019943237305, 0.3384760022163391]","['2414352262.jpg', '7579008108.jpg', '238046200.jpg', '1345907464.jpg', '3469584002.jpg', '3569979711.jpg', '1438632858.jpg', '308680206.jpg', '1314231418.jpg', '3393035454.jpg']",0,1,1,A girl jumps off a rock onto the beach.,A girl jumps off a rock onto the beach.
356478206.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/356478206.jpg,"[' A girl dressed all in pink is jumping up in the air with her arms spread wide at a bowling alley .', ' A young girl in a pink outfit jumping at a bowling alley .', ' A girl in all pink is jumping into the air at a bowling alley .', ' A celebratory girl wearing pink at a bowling alley .', ' A woman in a pink shirt has just thrown a bowling ball down the aisle .', ' Young woman celebrates getting a strike during a bowling game .', ' A woman who is wearing a peach top and black jeans is bowling by herself .', ' A woman who is barefooted rolls the bowling ball down the lane .', ' A child jumps in the air at a bowling alley .', ' This woman is taking her turn during a bowling match .']","[0.444330096244812, 0.439863383769989, 0.43526023626327515, 0.4148862659931183, 0.3734920024871826, 0.36683157086372375, 0.35930368304252625, 0.3586134910583496, 0.3563455045223236, 0.35605502128601074]","['356478206.jpg', '356478206.jpg', '356478206.jpg', '356478206.jpg', '67110478.jpg', '75553415.jpg', '67110478.jpg', '6110024306.jpg', '2341254813.jpg', '1348517063.jpg']",1,1,1,A girl dressed all in pink is jumping up in the air with her arms spread wide at a bowling alley,A girl dressed all in pink is jumping up in the air with her arms spread wide at a bowling alley
370614351.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/370614351.jpg,"[' A bald man wearing a Native American costume is dancing .', ' A little boy wears a Native American outfit .', ' A person poses for the camera wearing tribal dress .', ' An older woman standing in tribal clothing .', ' A younger man dressed in tribal attire .', ' A man stands inside a parade costume .', ' A native American in her costume .', ' A native american man wearing ethnic clothes smiling .', ' A person in a kilt and a sports jersey and a Mohawk is in a store .', ' A guy in a costume .']","[0.3484501540660858, 0.3482021689414978, 0.34536996483802795, 0.3368266522884369, 0.3351580798625946, 0.3318043351173401, 0.3310425579547882, 0.3255399763584137, 0.32303404808044434, 0.3229619860649109]","['5911782297.jpg', '4762301168.jpg', '621668012.jpg', '7709055992.jpg', '4922450371.jpg', '3261712960.jpg', '621668012.jpg', '4122674603.jpg', '370614351.jpg', '4941007356.jpg']",0,0,1,A guy in a costume.,A guy in a costume.
85519095.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/85519095.jpg,"[' a little league boy making a hit .', ' A t-ball batter is in mid-swing with his eye focused on the ball .', ' A kid wearing red shirt , black pants and blue helmet with 2 different socks is hitting a baseball .', ' A boy winding up for a pitch .', ' A young baseball player watches the ball take flight just after contact .', ' A child plays T-ball .', ' A young boy wearing a blue visor swings a bat .', ' A child playing tee ball .', ' A child swings a baseball bat at the ball .', ' A little boy in a blue jacket hits a baseball .']","[0.34794703125953674, 0.3411582112312317, 0.3408929705619812, 0.3408145308494568, 0.33688345551490784, 0.3350110948085785, 0.33325672149658203, 0.33048829436302185, 0.32930171489715576, 0.32825958728790283]","['2557801204.jpg', '7238675644.jpg', '7443807824.jpg', '3744832122.jpg', '7757250094.jpg', '2348924378.jpg', '3349451628.jpg', '921190481.jpg', '1072439304.jpg', '2861413434.jpg']",0,0,0,A young baseball player watches the ball take flight just after contact.,A young baseball player watches the ball take flight just after contact.
2708775214.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2708775214.jpg,"[' A boy holds his fist in a metal trap at an exhibit .', ' A young boy holds a sword and fence with a dummy holding a similar thin sword .', ' Young happy boy in a dark shirt is pretending to stick his hand in a prop animal trap .', ' a boy in a black shirt holding a hammer .', ' A man in a tank top holds a metal bar against a wall .', ' A young man in a black graphic shirt is pretending to place his hand in a torture device in a playful manner .', ' Boy holding an icicle pretending it is a gun .', ' Boy with toy gun pointed at the camera .', ' A young kid with a huge belt buckle pointing off-camera .', ' A young man playing a prize game with a toy gun rifle .']","[0.3661919832229614, 0.3362608253955841, 0.3352341949939728, 0.33295580744743347, 0.32448291778564453, 0.3223870098590851, 0.3219245970249176, 0.32036781311035156, 0.3177552819252014, 0.3148651719093323]","['2708775214.jpg', '1175268298.jpg', '2708775214.jpg', '33728078.jpg', '247470609.jpg', '2708775214.jpg', '2130851544.jpg', '1096395242.jpg', '4837230055.jpg', '7756821586.jpg']",1,1,1,A young man in a black graphic shirt is pretending to place his hand in a torture device in a play,A young man in a black graphic shirt is pretending to place his hand in a torture device in a play
3565917449.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3565917449.jpg,"[' An oriental man walking a 3-wheeled bicycle .', ' An asian man riding his bicycle down the street .', ' A man is walking his bike in China .', ' An oriental man riding a bike with a basket down a wet street .', ' A woman in a gray overcoat rides her bicycle along a street .', ' A man in a khaki jacket rides a bike down the street .', ' a man on a bike in the city area .', ' Asian man in suit rides his bike on up the street .', ' There is a single man on a bike peddling very hard .', ' An oriental woman wearing a hat riding down the street on a bicycle .']","[0.3654966354370117, 0.3557674288749695, 0.35518282651901245, 0.35153472423553467, 0.34763041138648987, 0.34750187397003174, 0.34635913372039795, 0.3453916311264038, 0.3449527621269226, 0.3443934917449951]","['215797019.jpg', '3565917449.jpg', '4709236483.jpg', '6892085645.jpg', '2083434441.jpg', '3890984576.jpg', '4923272678.jpg', '3565917449.jpg', '7688010340.jpg', '94024624.jpg']",0,1,1,An oriental man riding a bike with a basket down a wet street.,An oriental man riding a bike with a basket down a wet street.
311380477.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/311380477.jpg,"[' A man with a mohawk is sweeping a skate park .', ' A guy with a mohawk is sweeping with a push broom .', ' A young woman with a black shirt and jeans sweeping .', ' A guy with a mohawk cleaning the skating ramp .', ' Man with a large mohawk sweeping with a broom .', ' A guy with a mohawk is smoothing out some concrete .', ' A male sweeping the concrete .', ' A woman in a blue t-shirt and jeans is sweeping concrete .', ' A woman with a black and yellow shirt on is cleaning the floors', ' A man finishing up some floor work with a brush .']","[0.3847433924674988, 0.381195992231369, 0.37252917885780334, 0.3695913553237915, 0.3611403703689575, 0.35916438698768616, 0.3529442846775055, 0.3526034653186798, 0.35235315561294556, 0.3516996204853058]","['311380477.jpg', '311380477.jpg', '2778313163.jpg', '311380477.jpg', '311380477.jpg', '311380477.jpg', '7025947589.jpg', '2778313163.jpg', '4143332417.jpg', '364282261.jpg']",1,1,1,A man with a mohawk is sweeping a skate park.,A man with a mohawk is sweeping a skate park.
56012054.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/56012054.jpg,"[' A woman cooking in a big pan outside .', ' An Asian woman is cooking in an outdoor kitchen .', ' A hispanic woman is using a outdoors wok to cook .', ' A woman cooking food on hot stove .', ' A woman is cooking with a large pot .', ' A girl at a park cooking lunch .', ' A woman wearing a brown shirt is collecting water in a large tub', ' Woman cooking pot of stew .', ' Wok on an improvised fire with a woman behind looking in a box .', ' A woman is stirring the contents of a cooking pot .']","[0.35928142070770264, 0.3485954999923706, 0.3402073383331299, 0.33876514434814453, 0.3335663378238678, 0.32999786734580994, 0.3270382285118103, 0.3265567421913147, 0.3253474533557892, 0.32533028721809387]","['3896878460.jpg', '86350713.jpg', '86350713.jpg', '2773331947.jpg', '7738684358.jpg', '4637943700.jpg', '56012054.jpg', '2824492858.jpg', '12379850.jpg', '1901867746.jpg']",0,0,1,A woman is cooking with a large pot.,A woman is cooking with a large pot.
7411114322.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7411114322.jpg,"[' A player throws a ball and other tries to catch it .', ' Competitor goes for the tackle in a foreign sport .', ' A rugby player attempts to break free of an opposing player with both teams closing in .', ' A man running with a ball as his opponent tries to grab him .', ' Rugby man avoiding other man while scoring', ' The guy in the blue and white jersey is running , and the guy in the red and white jersey is falling .', ' rugby match', ' a nice contested catch during an ultimate Frisbee game .', ' While holding tight to the ball , the man in red socks is getting tackled .', ' A man playing rugby has the ball and tries to evade a tackler .']","[0.2986128330230713, 0.2976360321044922, 0.29414406418800354, 0.2915399372577667, 0.29127854108810425, 0.2894267141819, 0.28458279371261597, 0.2822776138782501, 0.2815872132778168, 0.2813984453678131]","['5972945043.jpg', '6536482681.jpg', '3485816074.jpg', '3478176372.jpg', '6864521935.jpg', '241346971.jpg', '3125309108.jpg', '38803368.jpg', '3142055158.jpg', '3142055158.jpg']",0,0,0,A rugby player attempts to break free of an opposing player with both teams closing in.,A rugby player attempts to break free of an opposing player with both teams closing in.
4623878206.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4623878206.jpg,"[' A woman in a long green shirt , a yellow backpack , and a bottle of water is walking across a street as a couple follows close behind .', ' A tattooed woman with a green dress and yellow backpack holding a water bottle is walking across the street .', ' A runner with a turtle backpack looking exhausted at a street race .', ' A woman with a yellow backpack , a tattoo , a green dress and spandex walks past a couple .', ' A dark-haired woman wearing a green dress and carrying a yellow backpack crossing a street .', ' A woman with a yellow backpack , tattoos , and a bottle of water walks on the street .', ' This man is running in a race ( note the number on his shirt ) and seems to be pushing it , on a paved walk right outside the city .', ' A runner , number C103 , in a race is wearing a green and white tank top and black shorts .', ' Man running on the street with a painted face .', ' Man dressed in green running in a race .']","[0.3958188593387604, 0.38869625329971313, 0.3875761032104492, 0.3838425874710083, 0.38184165954589844, 0.3626534044742584, 0.3622572124004364, 0.3572710156440735, 0.3559688925743103, 0.3549473285675049]","['4623878206.jpg', '4623878206.jpg', '7102122069.jpg', '4623878206.jpg', '4623878206.jpg', '4623878206.jpg', '7151177989.jpg', '3939807694.jpg', '4914729306.jpg', '7102122069.jpg']",1,1,1,"A woman with a yellow backpack, tattoos, and a green dress is walking across the street.","A woman with a yellow backpack, tattoos, and a green dress is walking across the street."
2063399864.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2063399864.jpg,"[' A family on the shores of a beach looking for crabs wondering around on the rocks .', ' A mother teaches her two young boys to fish off of a rocky coast into very blue water .', ' Two young children and an adult are fishing on the shoreline near large rocks .', ' A father and his two young children watch seagulls on the beach .', ' A family fishes off the edge of a beach .', ' A man wearing a white shirt and black pants with a white hat on watching seagulls on the sand with two children , both wearing hats and one wearing a red shirt and one wearing a sundress .', ' There are three people standing on the rocks beside the sea .', ' Grandfather explaining how to do something on a beach .', ' A man in a white hat watching seagulls with two children .', ' Kids play on rocks lining the coastline of a location with a nearby ferry .']","[0.38677695393562317, 0.36209210753440857, 0.3612689673900604, 0.35606491565704346, 0.35523879528045654, 0.3490315079689026, 0.34430786967277527, 0.34410712122917175, 0.34289616346359253, 0.3425008952617645]","['2166417615.jpg', '2063399864.jpg', '2063399864.jpg', '3298908252.jpg', '2063399864.jpg', '3298908252.jpg', '146021298.jpg', '2210054257.jpg', '3298908252.jpg', '297285273.jpg']",0,1,1,A man in a white hat watches two children fishing on the shore.,A man in a white hat watches two children fishing on the shore.
4327514739.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4327514739.jpg,"[' A small child in a white hooded sweatshirt stands at the door .', ' A small blond boy with a white jacket stands in a doorway .', ' A little kid with blond-hair , a white jacket and blue pants holding a door .', ' a toddler in a white sweatshirt is getting ready to grab the pole .', ' A young , blond child looks out of a glass door .', ' A blond kid with no shirt stares out a glass door .', ' A young child , pacifier in mouth , stands with her hands up against a glass door , looking outside .', ' A small boy wearing a diaper stands near the door and is covered in marker .', ' A toddler in a white hooded jacket holds on to the wall .', ' A little child is running past a wooden double door wearing a hooded jacket and shoes with orange pants .']","[0.3695034682750702, 0.35950174927711487, 0.3543483316898346, 0.35123884677886963, 0.34830430150032043, 0.3364465534687042, 0.33548715710639954, 0.33331751823425293, 0.329922616481781, 0.3265032470226288]","['4327514739.jpg', '4327514739.jpg', '4327514739.jpg', '301608837.jpg', '4333374998.jpg', '4333374998.jpg', '5442112383.jpg', '1352398363.jpg', '4327514739.jpg', '4479282254.jpg']",1,1,1,A small child in a white hooded sweatshirt stands at the door.,A small child in a white hooded sweatshirt stands at the door.
3214333978.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3214333978.jpg,"[' Four people walk down an icy road away from camera', ' Four women are taking a walk down an icy road .', ' People walking in a race on a cold day .', ' Four people run with snow on the ground , two runners wear short shorts and the other two wear sweatshirts and pants .', ' A trio of people are hiking throughout a heavily snowed path .', ' A group of people are running in the cold .', ' Three adults and one child are walking along a paved path that is snow covered .', ' Four women walk down a snow covered road .', ' Walking home on a cold winters day .', ' Three people walking on a snow covered trail .']","[0.34381386637687683, 0.33492377400398254, 0.3327390253543854, 0.3326713740825653, 0.3293262720108032, 0.32877427339553833, 0.3284331262111664, 0.3279019296169281, 0.32743215560913086, 0.3272314667701721]","['3214333978.jpg', '3214333978.jpg', '4160524549.jpg', '5469569530.jpg', '5444535493.jpg', '4379588756.jpg', '459284240.jpg', '3214333978.jpg', '4351426633.jpg', '4361912325.jpg']",1,1,1,Four people walk down an icy road away from camera.,Four people walk down an icy road away from camera.
2359100647.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2359100647.jpg,"[' Indonesian lady sewing on a doorstep .', ' A woman in a green flowered dress works at a loom .', ' A woman in a floral pattern dress is operating a loom .', ' A woman in a flower dress has attached a piece of green fabric with five wooden cylinders pushed through them to her waste and is stretching the fabric .', ' A woman in a headscarf sitting in front of a loom .', ' A young muslim girl sewing clothes in her home .', ' An oriental woman working on an industry line .', ' A short white hair women in front of a wooden lattice door wearing ethnic clothes , beads , and scandal , brushing a clay stoop with a bunch of long green leaves on stems .', ' A young girl wearing a green and white shirt with a pink sweater tied around her waist , sits on a railing .', ' Barefooted woman is spinning yarn .']","[0.3561350107192993, 0.34741830825805664, 0.3330308198928833, 0.3316497206687927, 0.3300723433494568, 0.3291100263595581, 0.3218177258968353, 0.31913065910339355, 0.3190594017505646, 0.318970263004303]","['303544972.jpg', '2359100647.jpg', '2359100647.jpg', '5217054772.jpg', '2110357944.jpg', '3726603162.jpg', '2876709926.jpg', '4030638908.jpg', '44419435.jpg', '4376216802.jpg']",0,1,1,A woman in a headscarf is working on a loom.,A woman in a headscarf is working on a loom.
3668900592.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3668900592.jpg,"[' A man in a yellow shirt surfing .', ' A man in a yellow and black wetsuit is surfing a small wave .', ' A man in a black and yellow wetsuit is surfing .', ' A young man in a yellow shirt flies off his surfboard into a wave .', ' A brown-haired man in a black , yellow , and blue wetsuit is surfing .', ' A body boarder with yellow flippers gets thrown around by a wave .', ' A surfer in a yellow and black wetsuit is falling off a breaking wave .', ' A young male surfer wearing a yellow shirt rides a wave in the ocean on his whiteboard .', ' A man on a yellow surfboard rides an easy wave .', ' A surfer in a yellow shirt riding a wave on a white surfboard']","[0.3658910393714905, 0.36053839325904846, 0.35854586958885193, 0.35660678148269653, 0.35216546058654785, 0.3414549231529236, 0.3376586139202118, 0.3344491124153137, 0.33413851261138916, 0.3337527811527252]","['3211316116.jpg', '7368081478.jpg', '7368081478.jpg', '3668900592.jpg', '7368081478.jpg', '3293642024.jpg', '3668900592.jpg', '3668900592.jpg', '3397228832.jpg', '3073535022.jpg']",0,1,1,A man in a yellow shirt and black wetsuit is surfing a wave.,A man in a yellow shirt and black wetsuit is surfing a wave.
2542299880.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2542299880.jpg,"[' A person in an orange jumpsuit with silver reflectors is working underneath a train .', ' A man with an orange vest next to a train works with a handheld device .', ' A mechanic in an orange jumpsuit working on a train .', ' A man in a yellow and red shirt is operating machinery .', ' An electrician in a orange jumpsuit tests several circuits .', ' A tram inspector in an orange vest inspecting the tram seats .', ' A man wearing a orange work vest is using a device to work on railing for public transit , in the city .', ' A man in an orange vest is working on a train .', ' A man in an orange safety vest is using a piece of machinery .', ' A man operates a small piece of equipment .']","[0.3639984428882599, 0.3440658152103424, 0.3431260287761688, 0.33164629340171814, 0.3289811313152313, 0.32624948024749756, 0.3248298764228821, 0.3245905637741089, 0.3243071138858795, 0.3221449553966522]","['2536943209.jpg', '2536950059.jpg', '2536943209.jpg', '3048136203.jpg', '2542299880.jpg', '2537757752.jpg', '448227389.jpg', '116450583.jpg', '196521598.jpg', '324642762.jpg']",0,1,1,A mechanic in an orange jumpsuit works on a train.,A mechanic in an orange jumpsuit works on a train.
513831663.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/513831663.jpg,"[' two girls wearing sweatshirts and jeans trying to put up a tent', ' A red-haired girl , wearing a gray shirt , is playing on a tire swing along with her friend , whom is wearing a pink shirt .', ' A girl with blond-hair is jumping off a tire swing', ' A girl has the biggest smile on her face as she swings on a tire .', ' A girl in cargo pants and a green shirt jumps in front of a square stone .', ' A woman jumping on a trampoline in front of a field .', ' People jumping in sacks in a grassy area with trees .', ' A young girl in a black vest jumps .', ' Three people doing some sort of yard work that involves a tarp .', ' A girl in a black shirt is jumping in a sandy area , and a man in a black shirt is bending over in the background .']","[0.34469151496887207, 0.3439369201660156, 0.3299879729747772, 0.3277123272418976, 0.3249017298221588, 0.32347697019577026, 0.3220624327659607, 0.3220084011554718, 0.32123294472694397, 0.32030799984931946]","['513831663.jpg', '5512062568.jpg', '2759596272.jpg', '7468150262.jpg', '127257426.jpg', '251489987.jpg', '202436011.jpg', '2896237618.jpg', '2473018628.jpg', '460921330.jpg']",1,1,1,Two girls wearing sweatshirts and jeans trying to put up a tent.,Two girls wearing sweatshirts and jeans trying to put up a tent.
365504466.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/365504466.jpg,"[' A young boy standing in front of a red harvester loading grain into a red dump truck .', ' A boy wearing a blue shirt is standing in front of farm equipment .', ' A young boy in a long-sleeved sweatshirt is standing in front of a red tractor , on the grass .', ' A boy in blue jeans stands in the scoop of a bulldozer .', ' Young boy stands in front of a tractor .', ' A young boy is standing in front of a tractor as it is pouring something into the back of a truck .', ' A little brown-haired boy wearing a red shirt and blue jeans is carrying a green truck .', ' One person wearing a yellow shirt , in a field , next to a truck .', ' a young boy is posing inside a tractor shovel .', ' A man is standing next to a tractor .']","[0.36913982033729553, 0.3559786081314087, 0.34246572852134705, 0.32396170496940613, 0.3205081820487976, 0.31458142399787903, 0.310642272233963, 0.3022482991218567, 0.3006367087364197, 0.29813089966773987]","['365504466.jpg', '365504466.jpg', '365504466.jpg', '3562302012.jpg', '365504466.jpg', '365504466.jpg', '4249864955.jpg', '573946592.jpg', '2862306612.jpg', '2287962706.jpg']",1,1,1,A young boy standing in front of a red harvester loading grain into a red dump truck.,A young boy standing in front of a red harvester loading grain into a red dump truck.
7345543488.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/7345543488.jpg,"[' A woman vocalist singing in a club wearing glasses and playing keyboard', ' The lead singer of a band is wearing white glasses while standing in front of a microphone stand with a white boa wrapped around it .', ' A girl with glasses is singing into a microphone in front of a crowd .', ' A female wearing a white shirt and pinstriped vest sings into a microphone .', ' a woman with glasses is singing into a microphone .', ' A girl in a white shirt and blue tie plays her solo into the microphone .', ' A brown-haired keyboardist in a white t-shirt and blue jeans performing with his band .', ' A young performer on stage with a buttoned up shirt and vintage-style sunglasses sings his song .', ' A woman in a blue dress singing in a band .', ' Woman in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared .']","[0.35677072405815125, 0.33777597546577454, 0.3287304937839508, 0.3274051547050476, 0.32008644938468933, 0.31316184997558594, 0.31123086810112, 0.30952563881874084, 0.3092525601387024, 0.3088677227497101]","['7345543488.jpg', '4728200662.jpg', '7345543488.jpg', '36139994.jpg', '7345543488.jpg', '381760243.jpg', '235181781.jpg', '7773568122.jpg', '1462461942.jpg', '1030041880.jpg']",1,1,1,A woman in a white shirt and glasses is singing into a microphone.,A woman in a white shirt and glasses is singing into a microphone.
4860806028.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4860806028.jpg,"[' A negro male in a white t-shirt and a black hat sitting on the curb texting .', ' A man leans against something to text while people pass by on the sidewalk .', ' One standing man and one seated man in a concrete block alley on cellphones , both wearing fitted caps and loose-fitting khaki clothing .', ' A black man sitting on a bench , looking at his cellphone .', ' A man sitting on a busy sidewalk .', ' An old black man wearing Nike shoes is answer his phone in public .', ' A man with a black ball cap on is sitting and watching people on the street .', ' Person listening to mp3 player sitting on curb .', ' A man in sandals , khaki shorts and a red hat sits on the sidewalk , while pedestrians pass by .', ' A man is sitting on the side of a sidewalk with a paper in his hands .']","[0.413013219833374, 0.36081579327583313, 0.3483901917934418, 0.34754616022109985, 0.341810017824173, 0.3408263027667999, 0.34054291248321533, 0.3371044397354126, 0.3367680609226227, 0.33544790744781494]","['4860806028.jpg', '4895977486.jpg', '328322344.jpg', '4717583951.jpg', '1690043294.jpg', '4784187336.jpg', '4828858763.jpg', '3427301653.jpg', '4677118878.jpg', '4018317730.jpg']",1,1,1,A man in a white t-shirt and a black cap is sitting on the curb texting on his phone.,A man in a white t-shirt and a black cap is sitting on the curb texting on his phone.
4540109233.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4540109233.jpg,"[' A group of people pass by a subway station .', ' a few people waing around at a train stop', ' People walk under the shade of a building .', ' People trackside at a subway station by a train .', ' People heading home from work at the train station .', ' Young people walk on the street outside of an apartment building called "" Love Story "" .', ' A group of people walk under some train tracks in Europe .', ' People milling around in a subway station before the train comes through .', ' Pedestrians in a shaded walkway', ' People outside standing by the subway station .']","[0.3374541997909546, 0.3329811990261078, 0.3321666717529297, 0.3315482437610626, 0.32850462198257446, 0.32383015751838684, 0.3210911154747009, 0.32047680020332336, 0.32009968161582947, 0.31946542859077454]","['4857555732.jpg', '3249865395.jpg', '4890458723.jpg', '2981702521.jpg', '2397886149.jpg', '4682354270.jpg', '4641889254.jpg', '4443034596.jpg', '4892689267.jpg', '4612314410.jpg']",0,0,0,People milling around in a subway station before the train comes through.,People milling around in a subway station before the train comes through.
2279416167.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2279416167.jpg,"[' A baby sits on an empty beach under a big , blue sky .', ' A kid at a beach , writing or drawing in the sand with an onlooker in the background .', ' On desolate sandy shore , a boy is drawing in sand with finger while man is standing far away in background .', ' A toddler sits on a sandy beach .', ' The baby sits on the sand in the front of the scene while the ocean is in the distance .', ' child in tan shorts , blue striped shirt playing on a beach with birds', ' A lady naps with a child on a sandy beach area .', ' A woman with a backpack and a child kneeling in the sand on a beach with boats in the background .', ' Young child playing in the sand , on a deserted beach .', ' A mother sits on a blanket on the beach looking at the ocean while her little daughter plays in the sand .']","[0.36790308356285095, 0.34446337819099426, 0.34255343675613403, 0.33339449763298035, 0.33223092555999756, 0.3272286057472229, 0.3261484205722809, 0.32586121559143066, 0.322402685880661, 0.32186001539230347]","['2561849813.jpg', '2279416167.jpg', '2279416167.jpg', '2561849813.jpg', '2561849813.jpg', '3605259195.jpg', '3643503169.jpg', '2253417961.jpg', '2279416167.jpg', '421648862.jpg']",0,1,1,"A baby sits on an empty beach under a big, blue sky.","A baby sits on an empty beach under a big, blue sky."
4062486051.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4062486051.jpg,"[' A Native American Performance is put on for spectators .', ' People in Native American costumes performing , banner in background .', ' Native Americans performing a traditional dance or ceremony .', ' A Native American pow wow is being demonstrated to onlookers .', ' A Native American cultural group performs music for a crowd .', ' Two native americans , one male , one female , wearing very colorful native garb are putting on a demonstration of some kind in front of people .', ' A woman is performing a native dance in front of a band .', ' Performers dressed in Native American Indian feathered costumes dance in front of audience located by Museumsbutikken sign .', ' Two ladies dance at an outdoor festival on stage in native dress .', ' People in native dress performing a dance .']","[0.35179468989372253, 0.34822461009025574, 0.34473055601119995, 0.33820897340774536, 0.33722764253616333, 0.33653831481933594, 0.3359866440296173, 0.334817111492157, 0.33414483070373535, 0.33013442158699036]","['8093540865.jpg', '3589368949.jpg', '4062486051.jpg', '8093540865.jpg', '2368321486.jpg', '4062486051.jpg', '5922747284.jpg', '8093540865.jpg', '5843164517.jpg', '3219905138.jpg']",0,1,1,Two people in Native American costumes perform a dance in front of a crowd.,Two people in Native American costumes perform a dance in front of a crowd.
3329961466.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3329961466.jpg,"[' 3 guys ham it up in front of the camera .', ' Three men working concessions in front of a restaurant .', ' Three men standing portraying thumbs up to the screen , while having a barbecue .', ' Three men are cheering in kitchen .', ' Three workers smiling in a restaurant setting .', ' Three men are looking around in a fast food restaurant .', ' Four men are posing behind a cash register .', ' Three men in black uniforms carrying trays of food in a restaurant kitchen .', ' Three men are in a kitchen , and one is making a pizza', ' Two men and a woman standing behind brown one man band rolling appliances']","[0.33852308988571167, 0.3329457938671112, 0.32623544335365295, 0.32050952315330505, 0.3161677122116089, 0.31513139605522156, 0.3139767348766327, 0.3133789598941803, 0.31296101212501526, 0.3129357099533081]","['3329961466.jpg', '4697634866.jpg', '16396205.jpg', '3329961466.jpg', '117956563.jpg', '4725679036.jpg', '2891240104.jpg', '6079294995.jpg', '392950732.jpg', '4855964619.jpg']",1,1,1,Three men are posing behind a cash register.,Three men are posing behind a cash register.
